fips2010,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,metro_code,areaname,county,cousub,countyname,county_town_name,pop2010,acs_2017_2,state_alpha,fmr_type,metro,fmr_pct_chg,fmr_dollar_chg
3300167300,727,822,1065,1402,1451,33,NCNTY33001N33001,"Belknap County, NH",1,67300,Belknap County,Sanbornton town,2966.0,981,NH,40,0,0.0856269113149847,84
3300177060,727,822,1065,1402,1451,33,NCNTY33001N33001,"Belknap County, NH",1,77060,Belknap County,Tilton town,3567.0,981,NH,40,0,0.0856269113149847,84
3300300420,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,420,Carroll County,Albany town,735.0,968,NH,40,0,0.0836776859504132,81
3300303700,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,3700,Carroll County,Bartlett town,2788.0,968,NH,40,0,0.0836776859504132,81
3300307940,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,7940,Carroll County,Brookfield town,712.0,968,NH,40,0,0.0836776859504132,81
3300311780,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,11780,Carroll County,Chatham town,337.0,968,NH,40,0,0.0836776859504132,81
3300314660,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,14660,Carroll County,Conway town,10115.0,968,NH,40,0,0.0836776859504132,81
3300323380,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,23380,Carroll County,Eaton town,393.0,968,NH,40,0,0.0836776859504132,81
3300323620,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,23620,Carroll County,Effingham town,1465.0,968,NH,40,0,0.0836776859504132,81
3300327700,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,27700,Carroll County,Freedom town,1489.0,968,NH,40,0,0.0836776859504132,81
3300332500,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,32500,Carroll County,Hale's location,120.0,968,NH,40,0,0.0836776859504132,81
3300334500,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,34500,Carroll County,Hart's Location town,41.0,968,NH,40,0,0.0836776859504132,81
3300338260,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,38260,Carroll County,Jackson town,816.0,968,NH,40,0,0.0836776859504132,81
3300345060,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,45060,Carroll County,Madison town,2502.0,968,NH,40,0,0.0836776859504132,81
3300349380,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,49380,Carroll County,Moultonborough town,4044.0,968,NH,40,0,0.0836776859504132,81
3300358740,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,58740,Carroll County,Ossipee town,4345.0,968,NH,40,0,0.0836776859504132,81
3300367780,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,67780,Carroll County,Sandwich town,1326.0,968,NH,40,0,0.0836776859504132,81
3300376100,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,76100,Carroll County,Tamworth town,2856.0,968,NH,40,0,0.0836776859504132,81
3300377620,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,77620,Carroll County,Tuftonboro town,2387.0,968,NH,40,0,0.0836776859504132,81
3300378180,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,78180,Carroll County,Wakefield town,5078.0,968,NH,40,0,0.0836776859504132,81
3300386420,720,836,1049,1326,1655,33,NCNTY33003N33003,"Carroll County, NH",3,86420,Carroll County,Wolfeboro town,6269.0,968,NH,40,0,0.0836776859504132,81
3300500820,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,820,Cheshire County,Alstead town,1937.0,1033,NH,40,0,0.0822846079380445,85
3300512260,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,12260,Cheshire County,Chesterfield town,3604.0,1033,NH,40,0,0.0822846079380445,85
3300519140,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,19140,Cheshire County,Dublin town,1597.0,1033,NH,40,0,0.0822846079380445,85
3300526500,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,26500,Cheshire County,Fitzwilliam town,2396.0,1033,NH,40,0,0.0822846079380445,85
3300529220,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,29220,Cheshire County,Gilsum town,813.0,1033,NH,40,0,0.0822846079380445,85
3300534420,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,34420,Cheshire County,Harrisville town,961.0,1033,NH,40,0,0.0822846079380445,85
3300536660,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,36660,Cheshire County,Hinsdale town,4046.0,1033,NH,40,0,0.0822846079380445,85
3300538500,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,38500,Cheshire County,Jaffrey town,5457.0,1033,NH,40,0,0.0822846079380445,85
3300539300,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,39300,Cheshire County,Keene city,23409.0,1033,NH,40,0,0.0822846079380445,85
3300545460,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,45460,Cheshire County,Marlborough town,2063.0,1033,NH,40,0,0.0822846079380445,85
3300545700,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,45700,Cheshire County,Marlow town,742.0,1033,NH,40,0,0.0822846079380445,85
3300550580,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,50580,Cheshire County,Nelson town,729.0,1033,NH,40,0,0.0822846079380445,85
3300564420,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,64420,Cheshire County,Richmond town,1155.0,1033,NH,40,0,0.0822846079380445,85
3300564580,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,64580,Cheshire County,Rindge town,6014.0,1033,NH,40,0,0.0822846079380445,85
3300565700,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,65700,Cheshire County,Roxbury town,229.0,1033,NH,40,0,0.0822846079380445,85
3300573700,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,73700,Cheshire County,Stoddard town,1232.0,1033,NH,40,0,0.0822846079380445,85
3300574900,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,74900,Cheshire County,Sullivan town,677.0,1033,NH,40,0,0.0822846079380445,85
3300575300,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,75300,Cheshire County,Surry town,732.0,1033,NH,40,0,0.0822846079380445,85
3300575700,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,75700,Cheshire County,Swanzey town,7230.0,1033,NH,40,0,0.0822846079380445,85
3300577380,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,77380,Cheshire County,Troy town,2145.0,1033,NH,40,0,0.0822846079380445,85
3300578420,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,78420,Cheshire County,Walpole town,3734.0,1033,NH,40,0,0.0822846079380445,85
3300582660,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,82660,Cheshire County,Westmoreland town,1874.0,1033,NH,40,0,0.0822846079380445,85
3300585540,753,868,1118,1455,1623,33,NCNTY33005N33005,"Cheshire County, NH",5,85540,Cheshire County,Winchester town,4341.0,1033,NH,40,0,0.0822846079380445,85
3300702420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,2420,Coos County,Atkinson and Gilmanton Academy grant,0.0,699,NH,40,0,0.110157367668097,77
3300704100,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,4100,Coos County,Beans grant,0.0,699,NH,40,0,0.110157367668097,77
3300704260,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,4260,Coos County,Beans purchase,0.0,699,NH,40,0,0.110157367668097,77
3300705140,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,5140,Coos County,Berlin city,10051.0,699,NH,40,0,0.110157367668097,77
3300708420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,8420,Coos County,Cambridge township,8.0,699,NH,40,0,0.110157367668097,77
3300710100,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,10100,Coos County,Carroll town,763.0,699,NH,40,0,0.110157367668097,77
3300711220,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,11220,Coos County,Chandlers purchase,0.0,699,NH,40,0,0.110157367668097,77
3300713220,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,13220,Coos County,Clarksville town,265.0,699,NH,40,0,0.110157367668097,77
3300713780,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,13780,Coos County,Colebrook town,2301.0,699,NH,40,0,0.110157367668097,77
3300713940,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,13940,Coos County,Columbia town,757.0,699,NH,40,0,0.110157367668097,77
3300716100,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,16100,Coos County,Crawfords purchase,0.0,699,NH,40,0,0.110157367668097,77
3300716660,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,16660,Coos County,Cutts grant,0.0,699,NH,40,0,0.110157367668097,77
3300716820,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,16820,Coos County,Dalton town,979.0,699,NH,40,0,0.110157367668097,77
3300718340,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,18340,Coos County,Dixs grant,1.0,699,NH,40,0,0.110157367668097,77
3300718420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,18420,Coos County,Dixville township,12.0,699,NH,40,0,0.110157367668097,77
3300719300,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,19300,Coos County,Dummer town,304.0,699,NH,40,0,0.110157367668097,77
3300725140,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,25140,Coos County,Errol town,291.0,699,NH,40,0,0.110157367668097,77
3300725180,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,25180,Coos County,Ervings location,0.0,699,NH,40,0,0.110157367668097,77
3300730260,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,30260,Coos County,Gorham town,2848.0,699,NH,40,0,0.110157367668097,77
3300731780,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,31780,Coos County,Greens grant,1.0,699,NH,40,0,0.110157367668097,77
3300732420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,32420,Coos County,Hadleys purchase,0.0,699,NH,40,0,0.110157367668097,77
3300738820,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,38820,Coos County,Jefferson town,1107.0,699,NH,40,0,0.110157367668097,77
3300739940,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,39940,Coos County,Kilkenny township,0.0,699,NH,40,0,0.110157367668097,77
3300740420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,40420,Coos County,Lancaster town,3507.0,699,NH,40,0,0.110157367668097,77
3300743620,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,43620,Coos County,Low and Burbanks grant,0.0,699,NH,40,0,0.110157367668097,77
3300746020,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,46020,Coos County,Martins location,0.0,699,NH,40,0,0.110157367668097,77
3300747860,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,47860,Coos County,Milan town,1337.0,699,NH,40,0,0.110157367668097,77
3300748260,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,48260,Coos County,Millsfield township,23.0,699,NH,40,0,0.110157367668097,77
3300756100,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,56100,Coos County,Northumberland town,2288.0,699,NH,40,0,0.110157367668097,77
3300757860,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,57860,Coos County,Odell township,4.0,699,NH,40,0,0.110157367668097,77
3300761620,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,61620,Coos County,Pinkhams grant,9.0,699,NH,40,0,0.110157367668097,77
3300761780,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,61780,Coos County,Pittsburg town,869.0,699,NH,40,0,0.110157367668097,77
3300763860,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,63860,Coos County,Randolph town,310.0,699,NH,40,0,0.110157367668097,77
3300767860,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,67860,Coos County,Sargents purchase,3.0,699,NH,40,0,0.110157367668097,77
3300768500,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,68500,Coos County,Second College grant,0.0,699,NH,40,0,0.110157367668097,77
3300768980,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,68980,Coos County,Shelburne town,372.0,699,NH,40,0,0.110157367668097,77
3300773060,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,73060,Coos County,Stark town,556.0,699,NH,40,0,0.110157367668097,77
3300773380,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,73380,Coos County,Stewartstown town,1004.0,699,NH,40,0,0.110157367668097,77
3300774180,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,74180,Coos County,Stratford town,746.0,699,NH,40,0,0.110157367668097,77
3300774500,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,74500,Coos County,Success township,0.0,699,NH,40,0,0.110157367668097,77
3300776580,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,76580,Coos County,Thompson and Meserves purchase,0.0,699,NH,40,0,0.110157367668097,77
3300780740,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,80740,Coos County,Wentworth location,33.0,699,NH,40,0,0.110157367668097,77
3300784420,641,676,776,1019,1191,33,NCNTY33007N33007,"Coos County, NH",7,84420,Coos County,Whitefield town,2306.0,699,NH,40,0,0.110157367668097,77
3300900580,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,580,Grafton County,Alexandria town,1613.0,1127,NH,40,0,-0.0842945874001775,-95
3300902020,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,2020,Grafton County,Ashland town,2076.0,1127,NH,40,0,-0.0842945874001775,-95
3300903940,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,3940,Grafton County,Bath town,1077.0,1127,NH,40,0,-0.0842945874001775,-95
3300905060,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,5060,Grafton County,Benton town,364.0,1127,NH,40,0,-0.0842945874001775,-95
3300905460,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,5460,Grafton County,Bethlehem town,2526.0,1127,NH,40,0,-0.0842945874001775,-95
3300907540,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,7540,Grafton County,Bridgewater town,1083.0,1127,NH,40,0,-0.0842945874001775,-95
3300907700,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,7700,Grafton County,Bristol town,3054.0,1127,NH,40,0,-0.0842945874001775,-95
3300908660,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,8660,Grafton County,Campton town,3333.0,1127,NH,40,0,-0.0842945874001775,-95
3300908980,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,8980,Grafton County,Canaan town,3909.0,1127,NH,40,0,-0.0842945874001775,-95
3300918740,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,18740,Grafton County,Dorchester town,355.0,1127,NH,40,0,-0.0842945874001775,-95
3300922020,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,22020,Grafton County,Easton town,254.0,1127,NH,40,0,-0.0842945874001775,-95
3300923860,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,23860,Grafton County,Ellsworth town,83.0,1127,NH,40,0,-0.0842945874001775,-95
3300924340,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,24340,Grafton County,Enfield town,4582.0,1127,NH,40,0,-0.0842945874001775,-95
3300927300,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,27300,Grafton County,Franconia town,1104.0,1127,NH,40,0,-0.0842945874001775,-95
3300930820,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,30820,Grafton County,Grafton town,1340.0,1127,NH,40,0,-0.0842945874001775,-95
3300932180,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,32180,Grafton County,Groton town,593.0,1127,NH,40,0,-0.0842945874001775,-95
3300933860,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,33860,Grafton County,Hanover town,11260.0,1127,NH,40,0,-0.0842945874001775,-95
3300934820,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,34820,Grafton County,Haverhill town,4697.0,1127,NH,40,0,-0.0842945874001775,-95
3300935220,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,35220,Grafton County,Hebron town,602.0,1127,NH,40,0,-0.0842945874001775,-95
3300936900,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,36900,Grafton County,Holderness town,2108.0,1127,NH,40,0,-0.0842945874001775,-95
3300940660,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,40660,Grafton County,Landaff town,415.0,1127,NH,40,0,-0.0842945874001775,-95
3300941300,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,41300,Grafton County,Lebanon city,13151.0,1127,NH,40,0,-0.0842945874001775,-95
3300941860,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,41860,Grafton County,Lincoln town,1662.0,1127,NH,40,0,-0.0842945874001775,-95
3300942020,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,42020,Grafton County,Lisbon town,1595.0,1127,NH,40,0,-0.0842945874001775,-95
3300942580,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,42580,Grafton County,Littleton town,5928.0,1127,NH,40,0,-0.0842945874001775,-95
3300942820,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,42820,Grafton County,Livermore town,0.0,1127,NH,40,0,-0.0842945874001775,-95
3300944100,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,44100,Grafton County,Lyman town,533.0,1127,NH,40,0,-0.0842945874001775,-95
3300944260,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,44260,Grafton County,Lyme town,1716.0,1127,NH,40,0,-0.0842945874001775,-95
3300948980,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,48980,Grafton County,Monroe town,788.0,1127,NH,40,0,-0.0842945874001775,-95
3300958340,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,58340,Grafton County,Orange town,331.0,1127,NH,40,0,-0.0842945874001775,-95
3300958500,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,58500,Grafton County,Orford town,1237.0,1127,NH,40,0,-0.0842945874001775,-95
3300961060,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,61060,Grafton County,Piermont town,790.0,1127,NH,40,0,-0.0842945874001775,-95
3300962660,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,62660,Grafton County,Plymouth town,6990.0,1127,NH,40,0,-0.0842945874001775,-95
3300965940,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,65940,Grafton County,Rumney town,1480.0,1127,NH,40,0,-0.0842945874001775,-95
3300974740,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,74740,Grafton County,Sugar Hill town,563.0,1127,NH,40,0,-0.0842945874001775,-95
3300976740,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,76740,Grafton County,Thornton town,2490.0,1127,NH,40,0,-0.0842945874001775,-95
3300978740,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,78740,Grafton County,Warren town,904.0,1127,NH,40,0,-0.0842945874001775,-95
3300979380,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,79380,Grafton County,Waterville Valley town,247.0,1127,NH,40,0,-0.0842945874001775,-95
3300980500,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,80500,Grafton County,Wentworth town,911.0,1127,NH,40,0,-0.0842945874001775,-95
3300987060,700,798,1032,1294,1687,33,NCNTY33009N33009,"Grafton County, NH",9,87060,Grafton County,Woodstock town,1374.0,1127,NH,40,0,-0.0842945874001775,-95
3301101300,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,1300,Hillsborough County,Amherst town,11201.0,1181,NH,40,1,0.0491109229466554,58
3301101700,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,1700,Hillsborough County,Antrim town,2637.0,997,NH,40,1,0.0511534603811434,51
3301104500,808,965,1218,1527,1659,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,4500,Hillsborough County,Bedford town,21203.0,1177,NH,40,1,0.0348343245539507,41
3301104900,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,4900,Hillsborough County,Bennington town,1476.0,997,NH,40,1,0.0511534603811434,51
3301108100,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,8100,Hillsborough County,Brookline town,4991.0,1181,NH,40,1,0.0491109229466554,58
3301117780,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,17780,Hillsborough County,Deering town,1912.0,997,NH,40,1,0.0511534603811434,51
3301127140,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,27140,Hillsborough County,Francestown town,1562.0,997,NH,40,1,0.0511534603811434,51
3301129860,808,965,1218,1527,1659,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,29860,Hillsborough County,Goffstown town,17651.0,1177,NH,40,1,0.0348343245539507,41
3301131540,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,31540,Hillsborough County,Greenfield town,1749.0,997,NH,40,1,0.0511534603811434,51
3301131940,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,31940,Hillsborough County,Greenville town,2105.0,1181,NH,40,1,0.0491109229466554,58
3301133700,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,33700,Hillsborough County,Hancock town,1654.0,997,NH,40,1,0.0511534603811434,51
3301136180,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,36180,Hillsborough County,Hillsborough town,6011.0,997,NH,40,1,0.0511534603811434,51
3301137140,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,37140,Hillsborough County,Hollis town,7684.0,1181,NH,40,1,0.0491109229466554,58
3301137940,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,37940,Hillsborough County,Hudson town,24467.0,1181,NH,40,1,0.0491109229466554,58
3301142260,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,42260,Hillsborough County,Litchfield town,8271.0,1181,NH,40,1,0.0491109229466554,58
3301144580,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,44580,Hillsborough County,Lyndeborough town,1683.0,997,NH,40,1,0.0511534603811434,51
3301145140,808,965,1218,1527,1659,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,45140,Hillsborough County,Manchester city,109565.0,1177,NH,40,1,0.0348343245539507,41
3301146260,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,46260,Hillsborough County,Mason town,1382.0,1181,NH,40,1,0.0491109229466554,58
3301147540,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,47540,Hillsborough County,Merrimack town,25494.0,1181,NH,40,1,0.0491109229466554,58
3301148020,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,48020,Hillsborough County,Milford town,15115.0,1181,NH,40,1,0.0491109229466554,58
3301149140,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,49140,Hillsborough County,Mont Vernon town,2409.0,1181,NH,40,1,0.0491109229466554,58
3301150260,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,50260,Hillsborough County,Nashua city,86494.0,1181,NH,40,1,0.0491109229466554,58
3301150740,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,50740,Hillsborough County,New Boston town,5321.0,997,NH,40,1,0.0511534603811434,51
3301151940,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,51940,Hillsborough County,New Ipswich town,5099.0,1181,NH,40,1,0.0491109229466554,58
3301159940,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,59940,Hillsborough County,Pelham town,12897.0,1181,NH,40,1,0.0491109229466554,58
3301160580,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,60580,Hillsborough County,Peterborough town,6284.0,997,NH,40,1,0.0511534603811434,51
3301168820,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,68820,Hillsborough County,Sharon town,352.0,997,NH,40,1,0.0511534603811434,51
3301176260,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,76260,Hillsborough County,Temple town,1366.0,997,NH,40,1,0.0511534603811434,51
3301179780,808,965,1218,1527,1659,33,METRO31700MM4760,"Manchester, NH HUD Metro FMR Area",11,79780,Hillsborough County,Weare town,8785.0,1177,NH,40,1,0.0348343245539507,41
3301185220,790,938,1239,1722,1732,33,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",11,85220,Hillsborough County,Wilton town,3677.0,1181,NH,40,1,0.0491109229466554,58
3301185940,668,854,1048,1329,1759,33,METRO31700N33011,"Hillsborough County, NH (part) HUD Metro FMR Area",11,85940,Hillsborough County,Windsor town,224.0,997,NH,40,1,0.0511534603811434,51
3301300660,786,882,1122,1516,1694,33,NCNTY33013N33013,"Merrimack County, NH",13,660,Merrimack County,Allenstown town,4322.0,1035,NH,40,0,0.0840579710144927,87
3301301460,786,882,1122,1516,1694,33,NCNTY33013N33013,"Merrimack County, NH",13,1460,Merrimack County,Andover town,2371.0,1035,NH,40,0,0.0840579710144927,87
3301306260,786,882,1122,1516,1694,33,NCNTY33013N33013,"Merrimack County, NH",13,6260,Merrimack County,Boscawen town,3965.0,1035,NH,40,0,0.0840579710144927,87
